id,name,score,score2
1332,Student1332,64,60
1333,Student1333,73,95
1334,Student1334,84,75
1335,Student1335,82,70
1336,Student1336,85,94
1337,Student1337,77,85
1338,Student1338,54,95
1339,Student1339,83,89
1340,Student1340,69,74
1341,Student1341,99,70
1342,Student1342,50,63
1343,Student1343,60,87
1344,Student1344,54,92
1345,Student1345,70,83
1346,Student1346,91,90
1347,Student1347,70,74
1348,Student1348,96,59
1349,Student1349,86,61
1350,Student1350,98,61
1351,Student1351,70,88
1352,Student1352,61,97
1353,Student1353,97,75
1354,Student1354,64,78
1355,Student1355,60,83
1356,Student1356,59,59
1357,Student1357,88,59
1358,Student1358,96,58
1359,Student1359,66,55
1360,Student1360,77,71
1361,Student1361,92,89
1362,Student1362,98,67
1363,Student1363,53,53
1364,Student1364,50,85
1365,Student1365,63,92
1366,Student1366,79,75
1367,Student1367,88,78
1368,Student1368,95,54
1369,Student1369,60,85
1370,Student1370,96,94
1371,Student1371,83,97
1372,Student1372,75,66
1373,Student1373,53,87
1374,Student1374,63,56
1375,Student1375,75,88
1376,Student1376,99,89
1377,Student1377,85,100
1378,Student1378,60,80
1379,Student1379,50,95
1380,Student1380,63,62
1381,Student1381,84,77
1382,Student1382,89,91
1383,Student1383,92,78
1384,Student1384,73,74
1385,Student1385,84,56
1386,Student1386,97,95
1387,Student1387,88,59
1388,Student1388,93,94
1389,Student1389,66,86
1390,Student1390,79,57
1391,Student1391,70,66
1392,Student1392,83,100
1393,Student1393,61,75
1394,Student1394,72,52
1395,Student1395,98,82
1396,Student1396,52,92
1397,Student1397,55,92
1398,Student1398,66,70
1399,Student1399,85,84
1400,Student1400,52,84
1401,Student1401,97,63
1402,Student1402,95,61
1403,Student1403,70,76
1404,Student1404,73,65
1405,Student1405,63,79
1406,Student1406,82,56
1407,Student1407,85,94
1408,Student1408,75,76
1409,Student1409,51,93
1410,Student1410,81,69
1411,Student1411,98,55
1412,Student1412,72,65
1413,Student1413,84,99
1414,Student1414,52,82
1415,Student1415,95,82
1416,Student1416,78,84
1417,Student1417,89,66
1418,Student1418,61,86
1419,Student1419,74,95
1420,Student1420,97,89
1421,Student1421,69,95
1422,Student1422,77,55
1423,Student1423,61,54
1424,Student1424,87,83
1425,Student1425,62,62
1426,Student1426,56,96
1427,Student1427,66,73
1428,Student1428,67,54
1429,Student1429,59,53
1430,Student1430,51,58
1431,Student1431,90,65
1432,Student1432,68,50
1433,Student1433,53,57
1434,Student1434,95,61
1435,Student1435,94,96
1436,Student1436,99,56
1437,Student1437,74,72
1438,Student1438,55,71
1439,Student1439,76,68
1440,Student1440,76,96
1441,Student1441,54,91
1442,Student1442,91,98
1443,Student1443,99,52
1444,Student1444,90,58
1445,Student1445,82,81
1446,Student1446,92,86
1447,Student1447,61,61
1448,Student1448,59,93
1449,Student1449,81,77
1450,Student1450,50,77
1451,Student1451,78,92
1452,Student1452,66,83
1453,Student1453,59,79
1454,Student1454,79,73
1455,Student1455,99,63
1456,Student1456,59,96
1457,Student1457,51,75
1458,Student1458,82,71
1459,Student1459,93,60
1460,Student1460,53,66
1461,Student1461,61,60
1462,Student1462,85,81
1463,Student1463,98,95
1464,Student1464,96,77
1465,Student1465,59,82
1466,Student1466,70,98
1467,Student1467,92,68
1468,Student1468,92,72
1469,Student1469,66,53
1470,Student1470,61,94
1471,Student1471,74,92
1472,Student1472,87,69
1473,Student1473,59,50
1474,Student1474,96,67
1475,Student1475,50,97
1476,Student1476,77,59
1477,Student1477,80,86
1478,Student1478,100,89
1479,Student1479,70,57
1480,Student1480,63,98
1481,Student1481,72,67
1482,Student1482,87,60
1483,Student1483,70,71
1484,Student1484,89,66
1485,Student1485,58,71
1486,Student1486,81,82
1487,Student1487,72,60
1488,Student1488,81,76
1489,Student1489,72,83
1490,Student1490,88,97
1491,Student1491,88,68
1492,Student1492,84,53
1493,Student1493,75,74
1494,Student1494,65,82
1495,Student1495,77,95
1496,Student1496,78,61
1497,Student1497,50,99
1498,Student1498,63,77
1499,Student1499,64,97
1500,Student1500,71,81
1501,Student1501,85,53
1502,Student1502,91,81
1503,Student1503,84,70
1504,Student1504,79,96
1505,Student1505,57,65
1506,Student1506,51,87
1507,Student1507,94,74
1508,Student1508,88,89
1509,Student1509,77,83
1510,Student1510,86,94
1511,Student1511,85,84
1512,Student1512,55,96
1513,Student1513,89,53
1514,Student1514,88,91
1515,Student1515,59,72
1516,Student1516,52,81
1517,Student1517,91,71
1518,Student1518,77,66
1519,Student1519,95,74
1520,Student1520,86,75
1521,Student1521,55,59
1522,Student1522,50,76
1523,Student1523,73,54
1524,Student1524,73,93
1525,Student1525,89,69
1526,Student1526,56,58
1527,Student1527,53,95
1528,Student1528,50,80
1529,Student1529,70,70
1530,Student1530,71,92
1531,Student1531,57,64
1532,Student1532,76,63
1533,Student1533,92,52
1534,Student1534,73,51
1535,Student1535,65,64
1536,Student1536,95,60
1537,Student1537,62,71
1538,Student1538,71,66
1539,Student1539,60,51
1540,Student1540,98,59
1541,Student1541,51,94
1542,Student1542,98,50
1543,Student1543,52,96
1544,Student1544,56,76
1545,Student1545,94,87
1546,Student1546,89,90
1547,Student1547,57,79
1548,Student1548,71,75
1549,Student1549,72,87
1550,Student1550,80,56
1551,Student1551,85,71
1552,Student1552,81,58
1553,Student1553,91,98
1554,Student1554,67,64
1555,Student1555,80,66
1556,Student1556,53,80
1557,Student1557,75,55
1558,Student1558,63,56
1559,Student1559,52,64
1560,Student1560,65,57
1561,Student1561,61,86
1562,Student1562,94,84
1563,Student1563,68,78
1564,Student1564,76,95
1565,Student1565,80,58
1566,Student1566,75,56
1567,Student1567,74,100
1568,Student1568,88,63
1569,Student1569,83,53
1570,Student1570,93,66
1571,Student1571,51,84
1572,Student1572,86,63
1573,Student1573,70,80
1574,Student1574,93,53
1575,Student1575,55,61
1576,Student1576,69,64
1577,Student1577,52,93
1578,Student1578,95,73
1579,Student1579,78,96
1580,Student1580,54,51
1581,Student1581,97,53
1582,Student1582,69,92
1583,Student1583,61,89
1584,Student1584,51,96
1585,Student1585,59,83
1586,Student1586,91,56
1587,Student1587,81,95
1588,Student1588,80,93
1589,Student1589,59,88
1590,Student1590,79,80
1591,Student1591,62,63
1592,Student1592,62,85
1593,Student1593,64,70
1594,Student1594,60,93
1595,Student1595,96,61
1596,Student1596,80,51
1597,Student1597,84,98
1598,Student1598,95,69
1599,Student1599,59,68
1600,Student1600,96,90
1601,Student1601,61,63
1602,Student1602,96,66
1603,Student1603,98,90
1604,Student1604,91,52
1605,Student1605,52,90
1606,Student1606,52,51
1607,Student1607,69,72
1608,Student1608,87,60
1609,Student1609,93,80
1610,Student1610,74,80
1611,Student1611,57,88
1612,Student1612,53,80
1613,Student1613,72,62
1614,Student1614,58,89
1615,Student1615,97,70
1616,Student1616,72,81
1617,Student1617,60,74
1618,Student1618,50,68
1619,Student1619,86,58
1620,Student1620,80,81
1621,Student1621,89,62
1622,Student1622,85,84
1623,Student1623,70,97
1624,Student1624,69,99
1625,Student1625,61,52
1626,Student1626,80,69
1627,Student1627,50,73
1628,Student1628,97,94
1629,Student1629,55,63
1630,Student1630,92,76
1631,Student1631,95,87
1632,Student1632,59,72
1633,Student1633,60,100
1634,Student1634,100,65
1635,Student1635,80,81
1636,Student1636,85,85
1637,Student1637,82,82
1638,Student1638,91,99
1639,Student1639,63,50
1640,Student1640,68,89
1641,Student1641,59,53
1642,Student1642,68,91
1643,Student1643,74,80
1644,Student1644,99,67
1645,Student1645,91,100
1646,Student1646,70,95
1647,Student1647,99,86
1648,Student1648,69,61
1649,Student1649,60,97
1650,Student1650,70,69
1651,Student1651,60,82
1652,Student1652,82,61
1653,Student1653,96,82
1654,Student1654,77,63
1655,Student1655,52,65
1656,Student1656,58,64
1657,Student1657,87,71
1658,Student1658,58,53
1659,Student1659,78,98
1660,Student1660,55,85
1661,Student1661,72,66
1662,Student1662,75,99
1663,Student1663,67,79
1664,Student1664,50,80
1665,Student1665,65,76
1666,Student1666,51,66
1667,Student1667,78,95
1668,Student1668,85,75
1669,Student1669,91,80
1670,Student1670,82,80
1671,Student1671,65,98
1672,Student1672,67,85
1673,Student1673,55,56
1674,Student1674,71,68
1675,Student1675,70,50
1676,Student1676,99,92
1677,Student1677,84,51
1678,Student1678,81,54
1679,Student1679,50,63
1680,Student1680,54,91
1681,Student1681,59,65
1682,Student1682,81,56
1683,Student1683,86,58
1684,Student1684,57,100
1685,Student1685,82,63
1686,Student1686,96,87
1687,Student1687,76,57
1688,Student1688,57,62
1689,Student1689,91,64
1690,Student1690,97,76
1691,Student1691,99,52
1692,Student1692,76,82
1693,Student1693,54,72
1694,Student1694,90,57
1695,Student1695,79,52
1696,Student1696,66,97
1697,Student1697,72,60
1698,Student1698,74,88
1699,Student1699,97,73
1700,Student1700,87,64
1701,Student1701,92,78
1702,Student1702,97,64
1703,Student1703,58,89
1704,Student1704,56,66
1705,Student1705,79,69
1706,Student1706,66,65
1707,Student1707,50,57
1708,Student1708,91,64
1709,Student1709,77,59
1710,Student1710,99,80
1711,Student1711,54,71
1712,Student1712,83,55
1713,Student1713,84,97
1714,Student1714,78,53
1715,Student1715,74,81
1716,Student1716,79,65
1717,Student1717,58,70
1718,Student1718,94,52
1719,Student1719,77,91
1720,Student1720,69,76
1721,Student1721,90,92
1722,Student1722,64,50
1723,Student1723,100,60
1724,Student1724,79,90
1725,Student1725,97,54
1726,Student1726,62,94
1727,Student1727,93,84
1728,Student1728,74,84
1729,Student1729,53,62
1730,Student1730,84,95
1731,Student1731,51,84
1732,Student1732,56,64
1733,Student1733,90,80
1734,Student1734,78,79
1735,Student1735,67,69
1736,Student1736,80,62
1737,Student1737,74,64
1738,Student1738,87,75
1739,Student1739,82,75
1740,Student1740,85,52
1741,Student1741,98,78
1742,Student1742,96,57
1743,Student1743,56,81
1744,Student1744,86,90
1745,Student1745,88,66
1746,Student1746,92,100
1747,Student1747,72,67
1748,Student1748,70,97
1749,Student1749,69,86
1750,Student1750,70,80
1751,Student1751,100,84
1752,Student1752,94,67
1753,Student1753,61,70
1754,Student1754,66,89
1755,Student1755,68,76
1756,Student1756,92,99
1757,Student1757,65,65
1758,Student1758,53,87
1759,Student1759,61,50
1760,Student1760,74,90
1761,Student1761,96,88
1762,Student1762,100,58
1763,Student1763,87,79
1764,Student1764,77,74
1765,Student1765,72,94
1766,Student1766,80,53
1767,Student1767,67,81
1768,Student1768,56,70
1769,Student1769,89,62
1770,Student1770,79,67
1771,Student1771,59,71
1772,Student1772,68,65
1773,Student1773,92,81
1774,Student1774,67,72
1775,Student1775,96,91
1776,Student1776,100,82
1777,Student1777,98,91
1778,Student1778,94,87
1779,Student1779,84,58
1780,Student1780,82,80
1781,Student1781,59,75
1782,Student1782,60,86
1783,Student1783,87,56
1784,Student1784,87,84
1785,Student1785,55,66
1786,Student1786,64,62
1787,Student1787,91,56
1788,Student1788,73,62
1789,Student1789,99,90
1790,Student1790,65,56
1791,Student1791,51,97
1792,Student1792,98,70
1793,Student1793,68,71
1794,Student1794,82,76
1795,Student1795,81,96
1796,Student1796,85,96
1797,Student1797,52,91
1798,Student1798,81,95
1799,Student1799,93,100
1800,Student1800,50,95
1801,Student1801,89,71
1802,Student1802,76,55
1803,Student1803,78,77
1804,Student1804,74,99
1805,Student1805,60,99
1806,Student1806,64,98
1807,Student1807,83,82
1808,Student1808,57,93
1809,Student1809,59,67
1810,Student1810,52,66
1811,Student1811,85,78
1812,Student1812,55,65
1813,Student1813,87,84
1814,Student1814,58,90
1815,Student1815,80,92
1816,Student1816,65,76
1817,Student1817,77,80
1818,Student1818,67,84
1819,Student1819,90,80
1820,Student1820,86,89
1821,Student1821,72,57
1822,Student1822,60,51
1823,Student1823,96,90
1824,Student1824,90,71
1825,Student1825,64,83
1826,Student1826,58,71
1827,Student1827,91,68
1828,Student1828,80,63
1829,Student1829,95,55
1830,Student1830,67,93
1831,Student1831,55,52
1832,Student1832,73,75
1833,Student1833,79,53
1834,Student1834,91,53
1835,Student1835,94,66
1836,Student1836,78,65
1837,Student1837,60,78
1838,Student1838,54,59
1839,Student1839,92,76
1840,Student1840,71,56
1841,Student1841,57,95
1842,Student1842,53,98
1843,Student1843,99,72
1844,Student1844,100,97
1845,Student1845,69,80
1846,Student1846,63,72
1847,Student1847,81,57
1848,Student1848,94,100
1849,Student1849,64,91
1850,Student1850,56,64
1851,Student1851,71,85
1852,Student1852,92,92
1853,Student1853,99,67
1854,Student1854,85,78
1855,Student1855,89,79
1856,Student1856,77,71
1857,Student1857,70,71
1858,Student1858,73,54
1859,Student1859,72,54
1860,Student1860,54,78
1861,Student1861,91,62
1862,Student1862,59,69
1863,Student1863,59,82
1864,Student1864,79,55
1865,Student1865,79,72
1866,Student1866,82,68
1867,Student1867,50,76
1868,Student1868,96,75
1869,Student1869,92,87
1870,Student1870,60,56
1871,Student1871,70,72
1872,Student1872,77,67
1873,Student1873,68,82
1874,Student1874,58,75
1875,Student1875,54,89
1876,Student1876,93,86
1877,Student1877,68,60
1878,Student1878,58,93
1879,Student1879,87,72
1880,Student1880,71,78
1881,Student1881,67,57
1882,Student1882,84,97
1883,Student1883,64,62
1884,Student1884,52,50
1885,Student1885,75,81
1886,Student1886,79,62
1887,Student1887,89,56
1888,Student1888,95,53
1889,Student1889,64,81
1890,Student1890,60,53
1891,Student1891,61,97
1892,Student1892,99,84
1893,Student1893,79,61
1894,Student1894,67,51
1895,Student1895,91,70
1896,Student1896,71,55
1897,Student1897,59,87
1898,Student1898,96,53
1899,Student1899,82,50
1900,Student1900,67,73
1901,Student1901,66,79
1902,Student1902,77,73
1903,Student1903,63,89
1904,Student1904,83,71
1905,Student1905,59,91
1906,Student1906,68,68
1907,Student1907,61,88
1908,Student1908,83,80
1909,Student1909,64,55
1910,Student1910,57,96
1911,Student1911,88,77
1912,Student1912,79,81
1913,Student1913,92,90
1914,Student1914,75,54
1915,Student1915,87,55
1916,Student1916,53,72
1917,Student1917,81,55
1918,Student1918,89,89
1919,Student1919,84,51
1920,Student1920,79,52
1921,Student1921,72,95
1922,Student1922,84,57
1923,Student1923,86,52
1924,Student1924,83,84
1925,Student1925,74,74
1926,Student1926,96,85
1927,Student1927,92,93
1928,Student1928,83,66
1929,Student1929,54,89
1930,Student1930,84,90
1931,Student1931,74,67
1932,Student1932,55,89
1933,Student1933,87,90
1934,Student1934,81,61
1935,Student1935,67,58
1936,Student1936,66,100
1937,Student1937,73,51
1938,Student1938,92,79
1939,Student1939,100,66
1940,Student1940,95,87
1941,Student1941,71,73
1942,Student1942,62,59
1943,Student1943,89,87
1944,Student1944,61,80
1945,Student1945,92,100
1946,Student1946,65,81
1947,Student1947,74,86
1948,Student1948,61,94
1949,Student1949,82,62
1950,Student1950,97,79
1951,Student1951,55,78
1952,Student1952,54,65
1953,Student1953,54,80
1954,Student1954,80,80
1955,Student1955,65,89
1956,Student1956,100,84
1957,Student1957,58,59
1958,Student1958,78,59
1959,Student1959,90,99
1960,Student1960,84,73
1961,Student1961,88,92
1962,Student1962,55,89
1963,Student1963,75,80
1964,Student1964,61,68
1965,Student1965,77,87
1966,Student1966,65,85
1967,Student1967,54,60
1968,Student1968,63,62
1969,Student1969,91,98
1970,Student1970,71,94
1971,Student1971,51,57
1972,Student1972,84,83
1973,Student1973,97,60
1974,Student1974,62,84
1975,Student1975,82,97
1976,Student1976,97,89
1977,Student1977,51,85
1978,Student1978,76,85
1979,Student1979,76,58
1980,Student1980,86,92
1981,Student1981,69,57
1982,Student1982,62,66
1983,Student1983,93,70
1984,Student1984,75,57
1985,Student1985,72,88
1986,Student1986,71,56
1987,Student1987,64,52
1988,Student1988,60,73
1989,Student1989,52,93
1990,Student1990,83,61
1991,Student1991,55,86
1992,Student1992,64,75
1993,Student1993,87,83
1994,Student1994,83,67
1995,Student1995,84,56
1996,Student1996,74,63
1997,Student1997,92,100
1998,Student1998,91,82
1999,Student1999,79,84
2000,Student2000,75,67
2001,Student2001,54,100
2002,Student2002,97,99
2003,Student2003,56,62
2004,Student2004,53,92
2005,Student2005,93,58
2006,Student2006,61,91
2007,Student2007,58,81
2008,Student2008,57,71
2009,Student2009,74,73
2010,Student2010,66,88
2011,Student2011,78,92
2012,Student2012,94,78
2013,Student2013,89,90
2014,Student2014,75,66
2015,Student2015,74,57
2016,Student2016,77,94
2017,Student2017,93,94
2018,Student2018,94,98
2019,Student2019,63,76
2020,Student2020,71,73
2021,Student2021,95,58
2022,Student2022,54,92
2023,Student2023,66,99
2024,Student2024,67,96
2025,Student2025,59,73
2026,Student2026,83,88
2027,Student2027,77,87
2028,Student2028,53,86
2029,Student2029,50,89
2030,Student2030,86,94
2031,Student2031,73,84
2032,Student2032,74,64
2033,Student2033,62,78
2034,Student2034,93,78
2035,Student2035,91,67
2036,Student2036,81,61
2037,Student2037,52,65
2038,Student2038,93,75
2039,Student2039,56,63
2040,Student2040,73,55
2041,Student2041,67,78
2042,Student2042,51,77
2043,Student2043,72,67
2044,Student2044,84,69
2045,Student2045,69,64
2046,Student2046,58,59
2047,Student2047,86,63
2048,Student2048,98,71
2049,Student2049,59,70
